Id,Label,timeset,target,componentnumber,degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,Cluster
965,965,,12,0,2,0,0,12,0.139144,0.142526,7622,0.000638,8,4
966,966,,16,0,3,0.333333,1,10,0.175092,0.181749,16.956641,0.002242,9,0
967,967,,10,0,1,0,0,11,0.195176,0.208173,0,0.008324,5,1
968,968,,8,0,6,0.133333,2,10,0.212316,0.224157,6331.065036,0.012798,4,6
969,969,,10,0,1,0,0,10,0.186765,0.194878,0,0.001289,1,1
970,970,,10,0,9,0.055556,2,11,0.195467,0.208339,6453.793008,0.009102,5,1
971,971,,16,0,1,0,0,10,0.202293,0.210843,0,0.002625,5,8
972,972,,17,0,14,0.230769,21,9,0.227688,0.242997,12340.654448,0.036249,9,0
973,973,,6,0,6,0.2,3,10,0.190323,0.200259,9361.357243,0.005118,0,5
974,974,,6,0,3,0,0,10,0.18397,0.194693,1695.131463,0.002766,3,2
975,975,,13,0,1,0,0,12,0.158991,0.163913,0,0.001171,6,9
976,976,,17,0,7,0.095238,2,10,0.209078,0.221951,10036.343102,0.008552,9,0
977,977,,17,0,3,1,3,11,0.190256,0.200161,0,0.00454,9,0
978,978,,14,0,2,0,0,13,0.12995,0.133322,15242,0.000632,8,4
979,979,,3,0,1,0,0,13,0.141784,0.145376,0,0.000357,8,4
980,980,,8,0,12,0.257576,17,10,0.188917,0.198716,12238.300855,0.010632,4,6
981,981,,17,0,2,0,0,10,0.204969,0.220272,170.046596,0.012705,9,0
982,982,,17,0,20,0.231579,44,10,0.233355,0.252759,31614.953913,0.066367,9,0
983,983,,0,0,14,0.43956,40,10,0.217645,0.234383,7727.920195,0.111337,3,2
984,984,,3,0,6,0.2,3,10,0.208655,0.218914,13602.084987,0.006287,8,4
985,985,,10,0,19,0.122807,21,9,0.256141,0.273764,223167.2029,0.045958,5,1
986,986,,17,0,2,0,0,11,0.176712,0.183953,714.259821,0.001034,9,0
987,987,,13,0,1,0,0,10,0.172963,0.178249,0,0.000533,5,8
988,988,,10,0,8,0.071429,2,10,0.225706,0.237984,45409.557819,0.008356,5,1
989,989,,17,0,15,0.085714,9,9,0.239883,0.252933,45391.660244,0.01519,8,0
990,990,,6,0,2,0,0,11,0.169611,0.175815,370.921561,0.000948,2,3
991,991,,6,0,1,0,0,12,0.161309,0.16694,0,0.000531,3,2
992,992,,17,0,1,0,0,11,0.15931,0.163623,0,0.000345,9,0
993,993,,10,0,1,0,0,12,0.14945,0.153061,0,0.000369,5,1
994,994,,11,0,7,0.904762,19,11,0.17663,0.18412,4.624041,0.015156,7,7
995,995,,17,0,1,0,0,10,0.194395,0.205297,0,0.004469,9,0
996,996,,17,0,3,0.333333,1,10,0.196373,0.207213,265.400528,0.003601,9,0
997,997,,17,0,10,0.044444,2,10,0.204452,0.215925,27410.618349,0.006313,9,0
998,998,,11,0,33,0.219697,116,10,0.222569,0.238691,183621.544771,0.049902,7,7
999,999,,10,0,11,0.254545,14,10,0.210941,0.224706,5357.7567,0.019301,5,1
1000,1000,,17,0,3,0.333333,1,11,0.180341,0.188781,7622,0.002124,9,0
1001,1001,,0,0,18,0.156863,24,10,0.225473,0.243094,55178.464461,0.10406,3,2
1002,1002,,0,0,3,0,0,11,0.178986,0.1871,8.822302,0.002808,3,2
1003,1003,,6,0,2,1,1,10,0.199263,0.211735,0,0.006588,2,3
1004,1004,,0,0,3,0.666667,2,10,0.229546,0.244804,112.690999,0.042707,3,2
1005,1005,,10,0,84,0.156053,544,10,0.239536,0.267964,159444.026913,0.247877,5,1
1006,1006,,0,0,8,0.357143,10,10,0.223883,0.239531,1581.484573,0.072355,3,2
1007,1007,,0,0,6,0.733333,11,10,0.22807,0.243227,357.757478,0.045466,3,2
1008,1008,,8,0,27,0.156695,55,10,0.214063,0.229432,23705.209533,0.041812,4,6
1009,1009,,0,0,12,0.318182,21,10,0.237373,0.254927,43867.175691,0.101106,3,2
1010,1010,,14,0,6,0.333333,5,12,0.156823,0.162921,4440.538233,0.003236,0,5
1011,1011,,10,0,10,0.044444,2,9,0.241234,0.255003,94894.007702,0.014175,5,1
1012,1012,,0,0,11,0.309091,17,10,0.215333,0.2323,2456.595656,0.054176,3,2
1013,1013,,10,0,1,0,0,11,0.175657,0.181576,0,0.000646,4,0
1014,1014,,5,0,7,0.52381,11,11,0.202572,0.215183,2655.552324,0.012236,0,5
1015,1015,,0,0,12,0.348485,23,10,0.20031,0.212217,8006.124748,0.018123,3,2
1016,1016,,10,0,13,0.371795,29,9,0.245919,0.261798,44355.403046,0.037978,5,1
1017,1017,,0,0,27,0.253561,89,10,0.239416,0.258927,40029.005185,0.153672,3,2
1018,1018,,0,0,3,0.666667,2,10,0.191885,0.201631,3.968424,0.007744,3,2
1019,1019,,0,0,5,0.3,3,10,0.222804,0.237503,5121.697662,0.030712,3,2
1020,1020,,8,0,15,0.209524,22,10,0.216397,0.230701,9760.559411,0.023441,4,6
1021,1021,,17,0,1,0,0,10,0.20825,0.219848,0,0.005645,9,0
1022,1022,,8,0,1,0,0,11,0.158902,0.164211,0,0.000762,4,6
1023,1023,,10,0,2,0,0,12,0.167564,0.174916,32.221294,0.001174,5,1
1024,1024,,17,0,1,0,0,12,0.157787,0.162897,0,0.000451,9,0
1025,1025,,8,0,20,0.178947,34,10,0.216053,0.23123,28059.887618,0.033788,4,6
1026,1026,,0,0,4,0.333333,2,11,0.197866,0.209172,101.522614,0.013637,3,2
1027,1027,,14,0,5,0.5,5,10,0.199717,0.211817,59.657263,0.016543,2,3
1028,1028,,12,0,3,0.666667,2,10,0.180704,0.187528,4455.880443,0.001567,8,4
1029,1029,,10,0,3,0,0,11,0.203302,0.215061,1322.737645,0.005538,5,1
1030,1030,,8,0,1,0,0,10,0.190266,0.197845,0,0.001001,0,5
1031,1031,,17,0,7,0.142857,3,10,0.219083,0.234151,23532.280027,0.013543,9,0
1032,1032,,17,0,3,0.333333,1,11,0.189189,0.198496,881.913857,0.002651,9,0
1033,1033,,10,0,1,0,0,9,0.225239,0.235972,0,0.004552,8,0
1034,1034,,0,0,2,1,1,11,0.170061,0.177345,0,0.00197,3,2
1035,1035,,10,0,3,0.333333,1,10,0.21523,0.227317,4291.097682,0.010457,5,1
1036,1036,,1,0,1,0,0,13,0.12174,0.124326,0,0.00031,2,3
1037,1037,,16,0,1,0,0,11,0.16868,0.175353,0,0.000947,0,5
1038,1038,,0,0,1,0,0,10,0.198,0.208771,0,0.009053,3,2
1039,1039,,0,0,17,0.110294,15,10,0.214835,0.232328,19890.887102,0.077904,3,2
1040,1040,,8,0,4,0.666667,4,10,0.208769,0.219479,258.568912,0.011668,4,6
1041,1041,,5,0,10,0.288889,13,10,0.224847,0.239064,16202.235599,0.014443,0,5
1042,1042,,10,0,1,0,0,10,0.191187,0.199611,0,0.001396,2,3
1043,1043,,10,0,10,0.177778,8,10,0.203824,0.216522,1686.028857,0.015446,5,1
1044,1044,,0,0,1,0,0,11,0.182259,0.190678,0,0.002529,3,2
1045,1045,,17,0,1,0,0,11,0.182692,0.191061,0,0.001386,9,0
1046,1046,,5,0,4,0.833333,5,11,0.178095,0.186002,3.172769,0.004328,0,5
1047,1047,,0,0,6,0.666667,10,10,0.2021,0.214774,1221.708292,0.021309,3,2
1048,1048,,17,0,1,0,0,10,0.194395,0.205297,0,0.004469,9,0
1049,1049,,16,0,3,0,0,11,0.169702,0.175039,15375.299124,0.001196,7,0
1050,1050,,10,0,9,0.444444,16,11,0.194222,0.206576,11279.023529,0.010106,5,1
1051,1051,,17,0,6,0.4,6,11,0.19249,0.201841,8268.716951,0.004387,0,5
1052,1052,,17,0,1,0,0,10,0.180494,0.187784,0,0.000963,9,0
1053,1053,,17,0,2,0,0,12,0.156755,0.163912,219.141427,0.001608,9,5
1054,1054,,10,0,10,0.2,9,10,0.194598,0.208183,2465.74511,0.011653,5,1
1055,1055,,7,0,10,0.088889,4,10,0.22918,0.24117,47459.011877,0.009742,5,1
1056,1056,,11,0,13,0.705128,55,11,0.184679,0.194457,288.542384,0.025033,7,7
1057,1057,,16,0,36,0.090476,57,9,0.213793,0.226606,77938.379888,0.022903,9,0
1058,1058,,17,0,2,0,0,10,0.186045,0.194369,1862.177987,0.001582,9,0
1059,1059,,2,0,3,0.333333,1,11,0.175382,0.182141,7622,0.002698,5,8
1060,1060,,14,0,3,0,0,10,0.202858,0.214895,8209.47948,0.009137,2,3
1061,1061,,10,0,1,0,0,12,0.134923,0.137852,0,0.000335,9,0
1062,1062,,17,0,2,0,0,10,0.196662,0.209096,436.844222,0.005181,9,0
1063,1063,,0,0,2,0,0,11,0.170092,0.176329,7622,0.000699,2,3
1064,1064,,17,0,4,0.5,3,9,0.206546,0.218346,355.499173,0.008162,9,0
1065,1065,,17,0,12,0.378788,25,9,0.226491,0.242851,23118.054919,0.032526,9,0
1066,1066,,17,0,4,0,0,10,0.191384,0.200987,11007.538592,0.002901,9,0
1067,1067,,0,0,2,0,0,11,0.197349,0.208388,13990.078862,0.012557,3,2
1068,1068,,6,0,12,0.242424,16,9,0.228535,0.245409,45763.602259,0.033589,2,3
1069,1069,,10,0,1,0,0,11,0.165476,0.171635,0,0.000589,5,1
1070,1070,,0,0,1,0,0,10,0.202293,0.210843,0,0.002625,5,8
1071,1071,,3,0,1,0,0,15,0.11128,0.113223,0,0.00031,8,4
1072,1072,,10,0,2,1,1,12,0.161054,0.16754,0,0.000949,5,1
1073,1073,,0,0,1,0,0,11,0.161251,0.166331,0,0.00044,3,2
1074,1074,,0,0,14,0.230769,21,10,0.219702,0.238153,4664.470521,0.094598,3,2
1075,1075,,14,0,2,0,0,10,0.203644,0.212997,972.713185,0.003839,2,3
1076,1076,,0,0,2,1,1,11,0.19251,0.20215,0,0.005076,3,2
1077,1077,,3,0,7,0.095238,2,10,0.21557,0.226394,19277.803622,0.007551,4,0
1078,1078,,10,0,3,1,3,11,0.190637,0.201281,0,0.004784,5,1
1079,1079,,17,0,1,0,0,11,0.170377,0.17609,0,0.000518,9,0
1080,1080,,10,0,3,0,0,11,0.195126,0.207168,162.314833,0.007262,5,1
1081,1081,,0,0,1,0,0,11,0.173795,0.181481,0,0.002254,1,1
1082,1082,,17,0,1,0,0,11,0.184746,0.19363,0,0.001398,9,0
1083,1083,,10,0,7,0.047619,1,10,0.198283,0.209634,9937.798822,0.008035,5,1
1084,1084,,6,0,5,0,0,10,0.180695,0.188792,547.079772,0.003333,2,3
1085,1085,,10,0,1,0,0,12,0.164416,0.169855,0,0.00047,5,1
1086,1086,,6,0,1,0,0,10,0.185538,0.195193,0,0.002479,2,3
1087,1087,,1,0,3,0.333333,1,11,0.171724,0.177524,3012.467033,0.001794,8,4
1088,1088,,10,0,4,0,0,11,0.185623,0.194424,15717.15023,0.002595,5,1
1089,1089,,10,0,6,0.133333,2,12,0.164317,0.171452,23501.688163,0.002305,5,1
1090,1090,,17,0,4,0.333333,2,10,0.221644,0.23795,284.237561,0.024873,9,0
1091,1091,,5,0,1,0,0,12,0.159982,0.165442,0,0.000768,0,5
1092,1092,,10,0,3,0,0,11,0.195007,0.205019,3045.719301,0.003503,5,1
1093,1093,,8,0,6,0.2,3,10,0.193733,0.204071,154.665533,0.009144,4,6
1094,1094,,6,0,2,0,0,10,0.189934,0.198423,7622,0.001539,2,3
1095,1095,,16,0,2,0,0,10,0.207553,0.219882,3009.025596,0.004353,9,0
1096,1096,,14,0,1,0,0,13,0.13303,0.135412,0,0.000335,1,7
1097,1097,,15,0,1,0,0,11,0.178876,0.186427,0,0.003161,1,1
1098,1098,,17,0,7,0.095238,2,9,0.202648,0.213808,16242.038156,0.007463,9,0
1099,1099,,17,0,2,0,0,9,0.20232,0.213026,510.691406,0.004706,9,0
1100,1100,,8,0,1,0,0,11,0.171046,0.179356,0,0.000719,9,0
1101,1101,,0,0,1,0,0,11,0.166376,0.172981,0,0.000507,3,2
1102,1102,,10,0,18,0.359477,55,10,0.206669,0.220216,7667.76886,0.02045,5,1
1103,1103,,0,0,7,0.190476,4,10,0.210895,0.226489,5748.174376,0.041257,3,2
1104,1104,,5,0,1,0,0,11,0.172423,0.179236,0,0.000739,3,5
1105,1105,,10,0,2,0,0,11,0.199633,0.209303,2422.760777,0.003119,5,2
1106,1106,,10,0,2,0,0,10,0.219436,0.231937,3672.003595,0.007067,0,5
1107,1107,,5,0,39,0.217274,161,10,0.224437,0.241101,44638.923116,0.053242,0,5
1108,1108,,0,0,5,0.3,3,10,0.207643,0.221765,1220.464321,0.021255,3,2
1109,1109,,14,0,4,0.166667,1,10,0.185348,0.195387,196.06295,0.004423,2,3
1110,1110,,3,0,2,0,0,10,0.196151,0.204854,198.955305,0.002787,8,4
1111,1111,,0,0,2,0,0,10,0.186632,0.196108,39.734838,0.00468,3,2
1112,1112,,17,0,1,0,0,10,0.1916,0.199928,0,0.003774,4,6
1113,1113,,10,0,8,0.571429,16,10,0.194792,0.205443,66.908037,0.008693,5,1
1114,1114,,14,0,6,0.2,3,9,0.197738,0.209434,456.094401,0.017006,2,3
1115,1115,,6,0,4,0.333333,2,10,0.201315,0.215389,201.033945,0.013842,2,3
1116,1116,,8,0,1,0,0,10,0.174864,0.182259,0,0.001035,4,6
1117,1117,,11,0,10,0.288889,13,10,0.181617,0.189593,4720.88379,0.012732,7,7
1118,1118,,17,0,8,0.535714,15,11,0.192248,0.202718,3287.919823,0.008195,0,5
1119,1119,,10,0,14,0.32967,30,10,0.230811,0.248363,5812.354428,0.052239,5,1
1120,1120,,0,0,2,0,0,11,0.189335,0.199237,195.577174,0.002987,3,2
1121,1121,,6,0,4,0,0,10,0.193861,0.201936,16335.293067,0.001962,0,5
1122,1122,,16,0,1,0,0,11,0.174304,0.182437,0,0.001228,2,3
1123,1123,,9,0,2,0,0,11,0.181207,0.187147,7622,0.000987,1,7
1124,1124,,6,0,1,0,0,10,0.19603,0.207936,0,0.004497,9,0
1125,1125,,14,0,3,0.333333,1,9,0.219645,0.232674,1118.331679,0.013796,2,3
1126,1126,,0,0,6,0.133333,2,10,0.19761,0.207144,11792.701468,0.005419,0,0
1127,1127,,0,0,7,0.761905,16,10,0.199029,0.210774,155.015663,0.014333,3,2
1128,1128,,17,0,6,0.066667,1,11,0.200042,0.21169,12871.336529,0.005922,9,0
1129,1129,,0,0,16,0.333333,40,10,0.215668,0.232304,11034.036572,0.109958,3,2
1130,1130,,0,0,10,0.266667,12,10,0.205982,0.219693,18498.926757,0.019927,3,2
1131,1131,,17,0,7,0.238095,5,10,0.203231,0.215719,213.512761,0.015059,9,0
1132,1132,,17,0,21,0.047619,10,10,0.225887,0.245101,55475.862237,0.033439,9,0
1133,1133,,8,0,9,0.166667,6,10,0.207604,0.219422,3800.311504,0.015597,4,6
1134,1134,,13,0,2,1,1,11,0.180927,0.186982,0,0.001806,6,9
1135,1135,,6,0,7,0.761905,16,10,0.175036,0.184198,25.598741,0.005091,2,3
1136,1136,,11,0,3,0,0,9,0.218756,0.229635,16250.570488,0.005349,7,0
1137,1137,,5,0,27,0.321937,113,10,0.231526,0.247914,96754.889311,0.045703,0,5
1138,1138,,10,0,1,0,0,11,0.185321,0.195595,0,0.003303,5,1
1139,1139,,14,0,1,0,0,11,0.168341,0.174664,0,0.000572,2,3
1140,1140,,14,0,8,0.25,7,9,0.203258,0.215902,8496.444153,0.0156,2,3
1141,1141,,14,0,9,0.166667,6,9,0.213464,0.227789,22292.701742,0.025112,2,3
1142,1142,,17,0,2,0,0,10,0.197559,0.208328,25.575491,0.005572,9,0
1143,1143,,10,0,1,0,0,11,0.177337,0.1864,0,0.002116,5,1
1144,1144,,17,0,1,0,0,12,0.151331,0.155967,0,0.000472,9,0
1145,1145,,16,0,1,0,0,11,0.169325,0.17479,0,0.00048,2,3
1146,1146,,17,0,10,0.066667,3,9,0.226162,0.240837,35019.320183,0.022635,9,0
1147,1147,,14,0,7,0.428571,9,10,0.201918,0.213833,1446.813837,0.018747,2,3
1148,1148,,17,0,2,0,0,11,0.169944,0.178489,52.898791,0.001344,9,0
1149,1149,,15,0,30,0.455172,198,10,0.222979,0.241109,4765.404868,0.151454,1,1
1150,1150,,10,0,41,0.17439,143,10,0.241685,0.262108,105551.416536,0.107445,5,1
1151,1151,,15,0,1,0,0,11,0.186884,0.196325,0,0.008639,1,1
1152,1152,,10,0,3,1,3,12,0.177283,0.185763,0,0.002546,5,1
1153,1153,,17,0,2,0,0,10,0.18839,0.196739,282.688245,0.00146,9,0
1154,1154,,15,0,4,0.666667,4,11,0.187454,0.196919,4.499139,0.016394,1,1
1155,1155,,0,0,4,0,0,10,0.223293,0.235958,9837.871408,0.013243,4,2
1156,1156,,15,0,2,1,1,11,0.190532,0.198519,0,0.003927,1,1
1157,1157,,17,0,5,0.2,2,10,0.197656,0.208478,4299.352026,0.005476,9,0
1158,1158,,10,0,10,0.222222,10,11,0.200073,0.209879,22616.695399,0.00629,5,1
1159,1159,,3,0,4,0,0,11,0.174447,0.181755,7884.474489,0.003242,8,4
1160,1160,,10,0,1,0,0,11,0.195176,0.208173,0,0.008324,5,1
1161,1161,,10,0,7,0.666667,14,11,0.200859,0.215941,910.386625,0.029954,5,1
1162,1162,,17,0,1,0,0,10,0.213949,0.226946,0,0.011323,9,0
1163,1163,,6,0,2,1,1,12,0.144852,0.148618,0,0.000729,0,5
1164,1164,,14,0,11,0.490909,27,11,0.187136,0.197212,18747.840375,0.009125,0,5
1165,1165,,17,0,6,0.333333,5,10,0.205755,0.216182,2190.750797,0.007684,9,0
1166,1166,,8,0,18,0.196078,30,10,0.203785,0.217254,10824.150954,0.021051,4,6
1167,1167,,6,0,2,0,0,10,0.193453,0.204413,1.451907,0.005255,2,3
1168,1168,,17,0,8,0.035714,1,10,0.209096,0.222913,19809.208888,0.009691,9,0
1169,1169,,6,0,1,0,0,10,0.215473,0.227967,0,0.009153,9,0
1170,1170,,0,0,5,0.9,9,11,0.188539,0.199116,0.455873,0.010534,3,2
1171,1171,,13,0,2,0,0,11,0.19714,0.206033,7622,0.00331,3,2
1172,1172,,0,0,1,0,0,11,0.164349,0.169783,0,0.000424,3,2
1173,1173,,11,0,2,1,1,11,0.168654,0.175696,0,0.004791,7,7
1174,1174,,0,0,9,0.277778,10,10,0.233455,0.25054,21817.774163,0.053516,3,2
1175,1175,,17,0,3,0.666667,2,10,0.209988,0.222322,20.872354,0.009245,9,0
1176,1176,,10,0,3,0,0,11,0.193585,0.204369,997.958308,0.004838,5,1
1177,1177,,5,0,1,0,0,11,0.169724,0.17494,0,0.000452,0,1
1178,1178,,6,0,4,0,0,9,0.245959,0.259195,21318.213746,0.013915,0,0
1179,1179,,5,0,7,0.428571,9,10,0.202788,0.214045,269.251046,0.010922,0,5
1180,1180,,3,0,26,0.135385,44,10,0.206899,0.219376,107065.994115,0.020636,8,4
1181,1181,,14,0,1,0,0,10,0.196322,0.206806,0,0.004687,2,3
1182,1182,,17,0,1,0,0,12,0.16453,0.17062,0,0.000587,9,0
1183,1183,,17,0,4,0.5,3,9,0.229872,0.246224,5891.900479,0.02484,9,0
1184,1184,,17,0,1,0,0,11,0.170552,0.176978,0,0.00051,9,0
1185,1185,,10,0,6,0,0,11,0.191962,0.204522,3237.447594,0.010743,5,1
1186,1186,,15,0,3,0.666667,2,10,0.202788,0.215411,41.297022,0.024535,1,1
1187,1187,,5,0,4,0.666667,4,12,0.160853,0.166543,2672.05553,0.001612,0,5
1188,1188,,17,0,1,0,0,11,0.155702,0.160267,0,0.000361,9,0
1189,1189,,10,0,8,0.321429,9,11,0.211193,0.226417,1595.795856,0.022863,5,1
1190,1190,,8,0,4,0.333333,2,10,0.19716,0.20675,340.869815,0.006078,4,6
1191,1191,,17,0,1,0,0,10,0.187736,0.19556,0,0.000994,9,0
1192,1192,,14,0,2,0,0,11,0.159888,0.165809,7622,0.000685,2,3
1193,1193,,17,0,6,0,0,11,0.186122,0.196587,9240.620531,0.003167,9,0
1194,1194,,15,0,1,0,0,11,0.173795,0.181481,0,0.002254,1,1
1195,1195,,17,0,1,0,0,11,0.179915,0.188164,0,0.00108,9,0
1196,1196,,6,0,1,0,0,11,0.189835,0.198266,0,0.001866,0,5
1197,1197,,14,0,2,1,1,10,0.203492,0.215443,0,0.009052,2,3
1198,1198,,10,0,4,1,6,11,0.196262,0.207767,0,0.009673,5,1
1199,1199,,17,0,2,0,0,10,0.203421,0.215027,266.436706,0.005207,0,5
1200,1200,,5,0,6,0.666667,10,10,0.196875,0.207031,37.595317,0.010675,0,5
1201,1201,,14,0,3,0,0,11,0.180251,0.188412,1972.201511,0.001733,2,3
1202,1202,,0,0,4,0.333333,2,11,0.182085,0.18993,1136.011522,0.001932,0,5
1203,1203,,17,0,12,0.348485,23,9,0.211427,0.224862,2483.421345,0.020657,9,0
1204,1204,,6,0,1,0,0,11,0.159621,0.164524,0,0.000336,2,3
1205,1205,,3,0,3,0,0,11,0.189039,0.196666,787.260355,0.002054,8,4
1206,1206,,6,0,1,0,0,11,0.172783,0.180125,0,0.000894,2,3
1207,1207,,6,0,21,0.333333,70,10,0.227967,0.248131,22438.350742,0.071775,2,3
1208,1208,,17,0,2,0,0,10,0.204804,0.215499,1521.950268,0.003766,2,3
1209,1209,,8,0,5,0.6,6,10,0.187399,0.196717,30.607756,0.006223,4,6
1210,1210,,6,0,3,0.333333,1,10,0.189896,0.200462,867.119979,0.002491,2,3
1211,1211,,17,0,2,0,0,11,0.180315,0.187929,29.523407,0.00134,9,0
1212,1212,,17,0,3,0,0,10,0.215023,0.228256,4380.837497,0.012853,9,0
1213,1213,,3,0,6,0.133333,2,10,0.200584,0.20919,4688.519013,0.004365,4,4
1214,1214,,0,0,4,0.666667,4,11,0.201023,0.213069,22.649896,0.015003,3,2
1215,1215,,10,0,1,0,0,10,0.197764,0.206265,0,0.001915,5,1
1216,1216,,6,0,13,0.282051,22,10,0.203949,0.218853,9444.960443,0.01924,2,3
1217,1217,,17,0,1,0,0,11,0.175694,0.184208,0,0.001043,9,0
1218,1218,,17,0,2,1,1,10,0.204985,0.220281,0,0.013076,9,0
1219,1219,,10,0,12,0.106061,7,11,0.207966,0.221874,58638.408487,0.014906,5,1
1220,1220,,16,0,2,0,0,12,0.146898,0.151392,3990.091108,0.000745,5,8
1221,1221,,17,0,11,0,0,9,0.222213,0.235575,57083.251194,0.009464,9,0
1222,1222,,16,0,15,0.047619,5,9,0.21234,0.224271,102079.602512,0.010789,9,0
1223,1223,,15,0,33,0.42803,226,10,0.21962,0.235956,4115.367157,0.147626,1,1
1224,1224,,5,0,5,0,0,10,0.218336,0.23054,12081.369633,0.007569,0,5
1225,1225,,17,0,4,0.5,3,10,0.219949,0.232906,17141.804214,0.008803,0,5
1226,1226,,0,0,13,0.141026,11,10,0.203922,0.218709,9015.750957,0.031744,3,2
1227,1227,,10,0,2,1,1,11,0.195572,0.208875,0,0.009617,5,1
1228,1228,,11,0,11,0.545455,30,11,0.184608,0.193798,2228.0993,0.018173,7,7
1229,1229,,5,0,5,0,0,11,0.16419,0.170225,20181.833173,0.001845,0,5
1230,1230,,17,0,25,0.123333,37,9,0.222213,0.2384,116423.234587,0.029497,9,0
1231,1231,,10,0,5,0.2,2,11,0.196236,0.206687,1289.657911,0.005201,5,1
1232,1232,,8,0,10,0.466667,21,10,0.203747,0.214739,3489.33075,0.02257,4,6
1233,1233,,6,0,17,0.205882,28,9,0.227559,0.246635,25954.173224,0.049687,2,3
1234,1234,,0,0,8,0.25,7,10,0.217254,0.233371,1305.597641,0.055693,3,2
1235,1235,,17,0,1,0,0,10,0.203426,0.212585,0,0.003382,2,3
1236,1236,,17,0,11,0.436364,24,10,0.209377,0.225236,5314.37433,0.023978,9,0
1237,1237,,5,0,3,0.333333,1,11,0.16817,0.175054,241.668237,0.001667,0,5
1238,1238,,16,0,3,0,0,10,0.194802,0.202817,8693.012122,0.001751,9,0
1239,1239,,10,0,6,0.2,3,11,0.198878,0.211814,8785.051254,0.010339,5,1
1240,1240,,0,0,4,0.666667,4,11,0.172716,0.179621,124.843159,0.001891,3,2
1241,1241,,17,0,1,0,0,12,0.130674,0.133522,0,0.000385,9,0
1242,1242,,5,0,1,0,0,11,0.167874,0.173488,0,0.000614,0,5
1243,1243,,3,0,3,0.333333,1,11,0.1786,0.184685,3117.750862,0.001257,8,0
1244,1244,,0,0,2,0,0,10,0.205035,0.217367,2306.375165,0.01432,5,2
1245,1245,,5,0,1,0,0,11,0.183201,0.191079,0,0.001218,0,5
1246,1246,,17,0,6,0.2,3,10,0.212163,0.225405,1354.13549,0.013641,9,0
1247,1247,,14,0,1,0,0,11,0.16734,0.173543,0,0.000704,2,3
1248,1248,,10,0,2,0,0,12,0.154459,0.160023,1.098637,0.001066,5,1
1249,1249,,3,0,4,0.166667,1,10,0.201822,0.210681,4256.374231,0.00356,8,4
1250,1250,,5,0,25,0.003333,1,9,0.253475,0.268484,339998.468361,0.025304,9,0
1251,1251,,16,0,2,0,0,11,0.165412,0.171627,11263.378314,0.001246,9,0
1252,1252,,7,0,2,1,1,12,0.166638,0.172912,0,0.001055,5,1
1253,1253,,6,0,6,0.133333,2,10,0.233205,0.249117,35483.538211,0.015279,0,5
1254,1254,,10,0,6,0.066667,1,11,0.201704,0.217256,4444.739477,0.019286,5,1
1255,1255,,8,0,7,0.047619,1,10,0.207926,0.22068,6039.113369,0.00879,4,6
1256,1256,,17,0,1,0,0,10,0.186628,0.195795,0,0.002246,9,0
1257,1257,,3,0,1,0,0,13,0.134444,0.13823,0,0.000433,8,4
1258,1258,,6,0,11,0.036364,2,9,0.223411,0.240443,59627.545978,0.018398,2,3
1259,1259,,17,0,2,1,1,11,0.181682,0.189451,0,0.001809,9,0
1260,1260,,0,0,8,0.25,7,10,0.20615,0.220551,792.654427,0.035984,3,2
1261,1261,,17,0,2,0,0,10,0.202228,0.213665,2972.363922,0.004498,4,6
1262,1262,,8,0,21,0.304762,64,9,0.242732,0.259037,34705.449736,0.054083,4,6
1263,1263,,16,0,4,0,0,10,0.196287,0.206768,14497.681508,0.003548,9,0
1264,1264,,0,0,15,0.380952,40,10,0.228466,0.245373,17373.668745,0.111316,3,2
1265,1265,,1,0,11,0.163636,9,10,0.197841,0.207599,61248.872413,0.006737,8,4
1266,1266,,12,0,1,0,0,10,0.219734,0.22983,0,0.003784,1,1
1267,1267,,0,0,3,0.333333,1,12,0.15944,0.164721,7622,0.001057,3,2
1268,1268,,15,0,5,0.8,8,10,0.207932,0.221656,30.64623,0.036755,1,1
1269,1269,,5,0,1,0,0,11,0.174391,0.179638,0,0.000623,0,5
1270,1270,,6,0,2,0,0,10,0.172509,0.179417,2591.111104,0.00111,3,2
1271,1271,,14,0,42,0.196283,169,9,0.244272,0.267065,174596.193068,0.140641,2,3
1272,1272,,0,0,4,0.166667,1,10,0.223726,0.238768,6374.999323,0.018324,3,2
1273,1273,,0,0,1,0,0,11,0.18933,0.198505,0,0.004163,3,2
1274,1274,,0,0,6,0.133333,2,10,0.204936,0.21774,639.326509,0.027888,3,2
1275,1275,,5,0,21,0.242857,51,9,0.24014,0.258363,76516.599863,0.040367,0,5
1276,1276,,5,0,1,0,0,13,0.144258,0.14842,0,0.000401,0,5
1277,1277,,17,0,3,0,0,10,0.184117,0.192064,484.699558,0.002094,9,0
1278,1278,,5,0,3,0.666667,2,11,0.196075,0.206415,81.736428,0.006313,0,5
1279,1279,,11,0,2,1,1,11,0.167889,0.174644,0,0.004704,7,7
1280,1280,,0,0,27,0.185185,65,9,0.247299,0.266938,87208.040978,0.110339,3,2
1281,1281,,14,0,24,0.282609,78,8,0.235205,0.253246,65425.155923,0.091465,2,3
1282,1282,,14,0,3,0,0,10,0.182832,0.189702,8665.92354,0.001267,2,3
